code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh600004,2014-12-31,10.800000,10.940000,10.700000,10.930000,0.013915,19707899.000000,213624420.000000,12569500000.000000,12569500000.000000,0.017137,17.929824,2014-09-30,2014-10-30,12.888975,2.317143,7.472839,1.561138,9.628353
sh600004,2014-12-30,11.180000,11.260000,10.650000,10.780000,-0.041778,25075183.000000,273427007.000000,12397000000.000000,12397000000.000000,0.021805,17.683754,2014-09-30,2014-10-30,12.712086,2.285342,7.370281,1.539713,9.496213
sh600004,2014-12-29,11.640000,11.660000,11.090000,11.250000,-0.049028,37596381.000000,426010740.000000,12937500000.000000,12937500000.000000,0.032693,18.454757,2014-09-30,2014-10-30,13.266327,2.384982,7.691622,1.606844,9.910243
sh600004,2014-12-26,11.680000,11.920000,11.530000,11.830000,0.016323,23525976.000000,276380876.000000,13604500000.000000,13604500000.000000,0.020457,19.406205,2014-09-30,2014-10-30,13.950281,2.507941,8.088168,1.689686,10.421172
sh600004,2014-12-25,11.400000,11.740000,11.360000,11.640000,0.019264,12853801.000000,148438755.000000,13386000000.000000,13386000000.000000,0.011177,19.094525,2014-09-30,2014-10-30,13.726228,2.467661,7.958266,1.662548,10.253800
sh600004,2014-12-24,11.290000,11.450000,11.130000,11.420000,0.013310,12017478.000000,135967886.000000,13133000000.000000,13133000000.000000,0.010450,18.733640,2014-09-30,2014-10-30,13.466803,2.421023,7.807855,1.631126,10.060004
sh600004,2014-12-23,11.550000,11.700000,11.200000,11.270000,-0.024242,11692938.000000,134356434.000000,12960500000.000000,12960500000.000000,0.010168,18.487570,2014-09-30,2014-10-30,13.289915,2.389222,7.705298,1.609701,9.927864
sh600004,2014-12-22,12.000000,12.150000,11.500000,11.550000,-0.054054,25777508.000000,301385710.000000,13282500000.000000,13282500000.000000,0.022415,18.946881,2014-09-30,2014-10-30,13.620093,2.448581,7.896730,1.649693,10.174514
sh600004,2014-12-19,11.960000,12.290000,11.700000,12.210000,0.022613,32395855.000000,391355040.000000,14041500000.000000,14041500000.000000,0.028170,20.029558,2014-09-30,2014-10-30,14.398383,2.588500,8.347971,1.743961,10.755915
sh600004,2014-12-18,12.150000,12.160000,11.930000,11.940000,-0.024510,19162767.000000,229939457.000000,13731000000.000000,13731000000.000000,0.016663,19.586646,2014-09-30,2014-10-30,14.079992,2.531260,8.163373,1.705396,10.518070
sh600004,2014-12-17,12.000000,12.440000,11.890000,12.240000,0.019151,29850918.000000,364879991.000000,14076000000.000000,14076000000.000000,0.025957,20.078776,2014-09-30,2014-10-30,14.433764,2.594860,8.368485,1.748246,10.782345
sh600004,2014-12-16,12.100000,12.200000,11.700000,12.010000,-0.016380,34151920.000000,405684213.000000,13811500000.000000,13811500000.000000,0.029697,19.701474,2014-09-30,2014-10-30,14.162537,2.546100,8.211231,1.715394,10.579732
sh600004,2014-12-15,13.000000,13.000000,12.120000,12.210000,-0.010535,32002912.000000,398690303.000000,14041500000.000000,14041500000.000000,0.027829,20.029558,2014-09-30,2014-10-30,14.398383,2.588499,8.347971,1.743961,10.755914
sh600004,2014-12-12,12.550000,12.590000,12.030000,12.340000,-0.029111,29677320.000000,363109222.000000,14191000000.000000,14191000000.000000,0.025806,20.242816,2014-09-30,2014-10-30,14.551685,2.616060,8.436853,1.762529,10.870434
sh600004,2014-12-11,12.220000,13.340000,11.880000,12.710000,0.040098,54451836.000000,695282698.000000,14616500000.000000,14616500000.000000,0.047349,20.849774,2014-09-30,2014-10-30,14.988000,2.694499,8.689823,1.815376,11.196372
sh600004,2014-12-10,11.350000,12.240000,10.660000,12.220000,0.097934,52658619.000000,603061811.000000,14053000000.000000,14053000000.000000,0.045790,20.045970,2014-09-30,2014-10-30,14.410181,2.590621,8.354811,1.745390,10.764728
sh600004,2014-12-09,10.500000,11.420000,10.450000,11.130000,0.072254,59569909.000000,660869629.000000,12799500000.000000,12799500000.000000,0.051800,18.257901,2014-09-30,2014-10-30,13.124815,2.359541,7.609575,1.589704,9.804531
sh600004,2014-12-08,10.180000,10.470000,10.010000,10.380000,0.038000,35098065.000000,361316019.000000,11937000000.000000,11937000000.000000,0.030520,17.027589,2014-09-30,2014-10-30,12.240397,2.200543,7.096803,1.482581,9.143851
sh600004,2014-12-05,10.210000,10.270000,9.710000,10.000000,-0.017682,20953731.000000,208670323.000000,11500000000.000000,11500000000.000000,0.018221,16.404229,2014-09-30,2014-10-30,11.792290,2.119984,6.836997,1.428305,8.809105
sh600004,2014-12-04,10.000000,10.200000,9.950000,10.180000,0.018000,19563330.000000,197012326.000000,11707000000.000000,11707000000.000000,0.017012,16.699510,2014-09-30,2014-10-30,12.004555,2.158144,6.960065,1.454015,8.967671
sh600004,2014-12-03,10.100000,10.180000,9.880000,10.000000,-0.006951,17086188.000000,171332560.000000,11500000000.000000,11500000000.000000,0.014858,16.404233,2014-09-30,2014-10-30,11.792294,2.119984,6.836999,1.428306,8.809107
sh600004,2014-12-02,9.900000,10.120000,9.750000,10.070000,0.015121,15982223.000000,159170634.000000,11580500000.000000,11580500000.000000,0.013898,16.519057,2014-09-30,2014-10-30,11.874836,2.134824,6.884856,1.438304,8.870768
sh600004,2014-12-01,10.090000,10.400000,9.880000,9.920000,-0.015873,20803241.000000,209875876.000000,11408000000.000000,11408000000.000000,0.018090,16.272993,2014-09-30,2014-10-30,11.697951,2.103024,6.782300,1.416879,8.738631
sh600004,2014-11-28,9.720000,10.420000,9.700000,10.080000,0.042399,25656331.000000,259297494.000000,11592000000.000000,11592000000.000000,0.022310,16.535461,2014-09-30,2014-10-30,11.886627,2.136943,6.891692,1.439732,8.879577
sh600004,2014-11-27,9.770000,9.830000,9.600000,9.670000,-0.010235,12568094.000000,121452201.000000,11120500000.000000,11120500000.000000,0.010929,15.862890,2014-09-30,2014-10-30,11.403145,2.050024,6.611376,1.381171,8.518405
sh600004,2014-11-26,9.830000,9.890000,9.670000,9.770000,-0.006104,11172138.000000,109181318.000000,11235500000.000000,11235500000.000000,0.009715,16.026926,2014-09-30,2014-10-30,11.521064,2.071223,6.679744,1.395454,8.606492
sh600004,2014-11-25,9.700000,9.950000,9.680000,9.830000,0.014448,13621626.000000,134154274.000000,11304500000.000000,11304500000.000000,0.011845,16.125355,2014-09-30,2014-10-30,11.591820,2.083944,6.720767,1.404024,8.659349
