code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh600009,2014-12-31,19.460000,19.710000,19.380000,19.620000,0.008222,14624339.000000,286566163.000000,21454006910.000000,37806924750.000000,0.013374,56.415053,2014-09-30,2014-10-30,19.012869,6.747712,13.100629,2.106736,19.418067
sh600009,2014-12-30,19.630000,19.850000,19.180000,19.460000,-0.006129,15607233.000000,304394427.000000,21279050690.000000,37498611400.000000,0.014273,55.954991,2014-09-30,2014-10-30,18.857820,6.692685,12.993794,2.089555,19.259713
sh600009,2014-12-29,20.100000,20.260000,19.350000,19.580000,-0.011111,19486935.000000,384367918.000000,21410267850.000000,37729846410.000000,0.017821,56.300054,2014-09-30,2014-10-30,18.974112,6.733957,13.073924,2.102441,19.378484
sh600009,2014-12-26,19.000000,19.890000,18.910000,19.800000,0.038825,20639235.000000,403527451.000000,21650832660.000000,38153777270.000000,0.018875,56.932632,2014-09-30,2014-10-30,19.187302,6.809619,13.220820,2.126064,19.596218
sh600009,2014-12-25,18.550000,19.070000,18.550000,19.060000,0.028602,12874462.000000,242411227.000000,20841660130.000000,36727828020.000000,0.011774,54.804834,2014-09-30,2014-10-30,18.470197,6.555117,12.726706,2.046605,18.863830
sh600009,2014-12-24,18.980000,19.050000,18.460000,18.530000,-0.022679,20417543.000000,380111124.000000,20262117640.000000,35706540040.000000,0.018672,53.280894,2014-09-30,2014-10-30,17.956602,6.372841,12.372819,1.989695,18.339289
sh600009,2014-12-23,19.700000,19.790000,18.850000,18.960000,-0.032159,25313106.000000,488266084.000000,20732312490.000000,36535132170.000000,0.023149,54.517292,2014-09-30,2014-10-30,18.373290,6.520724,12.659933,2.035867,18.764857
sh600009,2014-12-22,20.000000,20.150000,19.300000,19.590000,-0.023430,25971889.000000,512987926.000000,21421202620.000000,37749116000.000000,0.023752,56.328769,2014-09-30,2014-10-30,18.983790,6.737392,13.080592,2.103514,19.388368
sh600009,2014-12-19,19.300000,20.260000,19.230000,20.060000,0.033488,32580136.000000,649019073.000000,21935136520.000000,38654786470.000000,0.029795,57.680216,2014-09-30,2014-10-30,19.439251,6.899036,13.394423,2.153981,19.853536
sh600009,2014-12-18,19.660000,19.700000,19.200000,19.410000,-0.017713,24391704.000000,473463292.000000,21224376870.000000,37402263480.000000,0.022307,55.811210,2014-09-30,2014-10-30,18.809363,6.675488,12.960405,2.084186,19.210224
sh600009,2014-12-17,19.950000,20.400000,19.370000,19.760000,0.004065,33138746.000000,661448530.000000,21607093600.000000,38076698930.000000,0.030306,56.817621,2014-09-30,2014-10-30,19.148541,6.795863,13.194113,2.121769,19.556631
